"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS","TIDE"
2002,1,3,23,303,9.5,11.4,0.79,3.03,3.18,999,1009.4,2.9,6.6,-5.7,99,99
2002,1,4,0,312,8.7,11,0.81,3.45,3.24,999,1009.2,2.4,6.6,-5.5,99,99
2002,1,4,1,311,8.3,10.5,0.73,3.45,3.18,999,1009.6,2,6.6,-5.1,99,99
2002,1,4,2,305,8.7,10.3,0.7,3.33,3.25,999,1009.5,1.5,6.4,-6,99,99
2002,1,4,3,310,11.3,14.5,0.83,3.23,3.25,999,1008.7,1.6,6.4,-4.5,99,99
2002,1,4,4,305,11,12.7,1.13,4,3.82,999,1008.7,1.7,6.4,-4.6,99,99
2002,1,4,5,297,10.1,12,0.97,3.7,3.56,999,1008.6,1.2,6.4,-6.5,99,99
2002,1,4,6,305,10.4,12.4,0.87,3.7,3.37,999,1007.9,0.5,6.3,-5.7,99,99
2002,1,4,7,311,10.6,12.9,0.92,3.57,3.42,999,1007.8,0.4,6.3,-6.5,99,99
2002,1,4,8,310,10.3,12.3,1.06,3.7,3.5,999,1008.7,0,6.3,-6.4,99,99
2002,1,4,9,308,10.2,12.6,0.98,3.57,3.39,999,1009.1,-0.2,6.3,-6.9,99,99
2002,1,4,10,311,11.1,14.3,0.96,3.45,3.39,999,1010.1,-0.7,6.3,-7.6,99,99
2002,1,4,11,315,12.2,14.5,1.07,3.57,3.44,999,1010.8,-1.1,6.3,-10.3,99,99
2002,1,4,12,323,11.7,13.5,1.24,4,3.71,999,1011.9,-1.8,6.3,-9.3,99,99
2002,1,4,13,325,11.5,14.2,1.23,3.85,3.71,999,1012.6,-2.3,6.3,-9.9,99,99
2002,1,4,14,325,10.5,12.9,1.19,4.17,3.79,999,1013.7,-2.8,6.3,-9.3,99,99
2002,1,4,15,322,7.9,9.7,0.92,4,3.59,999,1014.9,-3.1,6.3,-10.9,99,99
2002,1,4,16,319,6.2,7.6,0.8,3.7,3.6,999,1014.7,-2.8,6.3,-11,99,99
2002,1,4,17,281,4.6,6.3,0.79,5.26,3.73,999,1014.2,-2.3,6.2,-13,99,99
2002,1,4,18,287,5.5,8.3,0.71,5.26,3.96,999,1012.8,-1.2,6.2,-12.8,99,99
2002,1,4,19,279,7.7,9.4,0.71,4.55,3.57,999,1012.7,-0.3,6.2,-12.5,99,99
2002,1,4,20,279,5.3,6.9,0.82,6.25,3.54,999,1012.5,0.2,6.3,-14.1,99,99
2002,1,4,21,274,6.6,8.5,0.68,5.88,3.68,999,1012.1,1,6.3,-13.8,99,99
2002,1,4,22,268,6.6,8.6,0.69,2.86,3.46,999,1012.6,0.9,6.3,-11.7,99,99
2002,1,4,23,261,6.7,9.4,0.61,3.03,3.56,999,1012.7,1.5,6.3,-10.2,99,99
2002,1,5,0,218,6.2,7.9,0.48,2.63,3.76,999,1013.4,1.7,6.3,-8.1,99,99
2002,1,5,1,232,8.1,9.5,0.41,2.5,3.52,999,1013.1,1.4,6.3,-6.5,99,99
2002,1,5,2,245,8.4,10.4,0.58,2.94,3.09,999,1013.5,1.3,6.3,-5.9,99,99
2002,1,5,3,231,7.6,9,0.65,3.03,3.17,999,1013.5,0.9,6.3,-6.4,99,99
2002,1,5,4,224,8.3,9.8,0.53,2.86,3.08,999,1012.8,0.8,6.3,-5.4,99,99
2002,1,5,5,227,8.6,10.1,0.57,3.03,3.12,999,1012.8,0.9,6.3,-5.4,99,99
2002,1,5,6,235,9.4,10.9,0.63,3.23,3.14,999,1012.1,1.2,6.3,-5.1,99,99
2002,1,5,7,241,10.1,11.5,0.75,3.57,3.34,999,1012.2,1.6,6.3,-4.5,99,99
2002,1,5,8,238,9.1,10.9,0.65,3.33,3.25,999,1012.7,1.6,6.3,-4.9,99,99
2002,1,5,9,250,9.7,11.4,0.63,3.33,3.22,999,1012.7,2,6.3,-4.4,99,99
2002,1,5,10,253,9.5,11.5,0.68,3.45,3.3,999,1013.3,2,6.3,-4.1,99,99
2002,1,5,11,252,9,10.4,0.73,3.45,3.28,999,1013.5,2,6.3,-5.2,99,99
2002,1,5,12,268,9.4,11.5,0.79,3.23,3.29,999,1014.1,2.4,6.3,-4.5,99,99
2002,1,5,13,245,7.4,8.4,0.59,3.33,3.32,999,1014.5,1.7,6.3,-4.1,99,99
2002,1,5,14,249,7.9,9.1,0.51,12.5,3.33,999,1015,1.7,6.3,-4.1,99,99
2002,1,5,15,250,7.5,9,0.54,2.78,3.23,999,1015.8,1.9,6.3,-4.3,99,99
2002,1,5,16,261,7.1,99,99,99,99,999,9999,2.6,999,-4.9,99,99
2002,1,5,17,262,6.6,8.2,0.54,2.94,3.24,999,1014.9,3.4,6.3,-4.4,99,99
2002,1,5,18,256,6.8,8.4,0.46,11.11,3.33,999,1014.3,4,6.3,-4.6,99,99
2002,1,5,19,256,6.2,7,0.47,11.11,3.74,999,1014.1,4.3,6.3,-3.1,99,99
2002,1,5,20,243,6.8,7.9,0.52,11.11,3.45,999,1014.3,4.2,6.3,-4.4,99,99
2002,1,5,21,246,7.8,9,0.48,2.78,3.28,999,1014.3,4,6.3,-3.5,99,99
2002,1,5,22,239,6.9,8.3,0.46,2.78,3.23,999,1014.3,4,6.3,-4,99,99
2002,1,5,23,241,7.5,9.2,0.51,11.11,3.46,999,1014.9,3.9,6.3,-4,99,99
2002,1,6,0,246,6.6,7.8,0.45,10,3.66,999,1015,3.9,6.3,-2.5,99,99
2002,1,6,1,240,5.8,6.5,0.43,2.56,3.56,999,1015.6,3.6,6.3,-3.5,99,99
2002,1,6,2,233,5,5.9,0.36,11.11,5.32,999,1015.8,3.6,6.2,-3.7,99,99
2002,1,6,3,211,5.1,6,0.29,11.11,7.59,999,1015.8,2.9,6.2,-3.6,99,99
2002,1,6,4,213,5.9,6.8,0.34,11.11,4.37,999,1015.6,3.3,6,-3.6,99,99
2002,1,6,5,231,5.5,6.4,0.36,11.11,4.77,999,1015,3.2,6,-3.2,99,99
2002,1,6,6,204,5.8,6.8,0.33,11.11,4.67,999,1014.9,2.9,6,-2.5,99,99
2002,1,6,7,213,5.4,6.6,99,99,99,999,1015,2.5,6,-3.1,99,99
2002,1,6,8,230,5.1,6.1,0.44,11.11,3.34,999,1015,2.8,6,-3.2,99,99
2002,1,6,9,209,5.3,6.4,0.35,2.56,3.47,999,1014.3,2.7,6,-3.3,99,99
2002,1,6,10,224,5.3,6.7,0.33,11.11,3.61,999,1014,2.8,6,-2.9,99,99
2002,1,6,11,196,6.9,7.9,0.34,11.11,3.62,999,1013.8,2.2,5.9,-3.1,99,99
2002,1,6,12,208,7.6,8.8,0.51,2.78,3.13,999,1014.1,2.1,5.9,-3.5,99,99
2002,1,6,13,224,6.9,8.2,0.57,2.94,3.09,999,1014.2,2.3,5.9,-3.5,99,99
2002,1,6,14,222,5.4,6.3,0.47,2.7,3.35,999,1014.6,2.4,5.9,-3.6,99,99
2002,1,6,15,207,5.6,6.7,0.43,10,3.6,999,1014.9,2.6,5.8,-4.1,99,99
2002,1,6,16,214,5.6,6.5,0.41,11.11,3.65,999,1013.5,3.9,5.8,-3.6,99,99
2002,1,6,17,190,5.6,6.2,0.36,10,3.91,999,1012.5,4.8,5.8,-1.2,99,99
2002,1,6,18,199,4.7,5.6,0.33,11.11,4.01,999,1011.3,6.2,5.9,-1.7,99,99
2002,1,6,19,190,3.2,3.9,0.36,11.11,3.62,999,1009.9,7.2,5.9,-0.2,99,99
2002,1,6,20,186,4.5,5.4,0.41,2.56,3.39,999,1009,7.1,5.9,0.2,99,99
2002,1,6,21,156,4.2,5.2,0.42,2.78,3.33,999,1007.9,6.7,5.8,1.3,99,99
2002,1,6,22,140,1.6,1.9,0.32,12.5,3.97,999,1007.4,6.4,5.9,2.1,99,99
2002,1,6,23,160,5,6.1,0.32,12.5,4.12,999,1007.9,6.3,5.8,3.3,99,99
2002,1,7,0,138,3.1,3.9,0.36,11.11,3.92,999,1006.5,6.3,5.9,3.7,99,99
2002,1,7,1,92,3.9,4.6,0.31,11.11,4.36,999,1004.9,6.3,5.9,4.5,99,99
2002,1,7,2,71,4,4.8,0.28,11.11,4.45,999,1003.5,6.3,5.9,4.7,99,99
2002,1,7,3,61,7,10.1,0.34,11.11,4.86,999,1000.5,6.6,5.9,5.2,99,99
2002,1,7,4,48,12.3,15.2,0.63,2.86,3.12,999,994.3,6.4,5.7,4.8,99,99
2002,1,7,5,52,12.5,15,1.27,4,3.71,999,992.1,6.3,5.9,5.4,99,99
2002,1,7,6,49,10.1,18.2,1.39,4.55,4.04,999,989.8,7,5.9,6.2,99,99
2002,1,7,7,339,7.3,12,1.37,5,4.34,999,989.7,7.2,6.2,6.7,99,99
2002,1,7,8,330,13.4,16,1.46,5.26,4.03,999,989.9,4.4,6.3,3.8,99,99
2002,1,7,9,340,14.2,16.3,1.79,4.76,4.23,999,990,3.3,6.3,2.4,99,99
2002,1,7,10,350,14.6,18.3,1.73,5.26,4.37,999,991,3.6,6.3,2.3,99,99
2002,1,7,11,355,14.1,17.1,2.09,5.26,4.77,999,992.4,3.6,6.3,2,99,99
2002,1,7,12,349,13,15.3,2.38,7.14,5.25,999,993.5,3.8,6.3,2.1,99,99
2002,1,7,13,349,11.8,14.4,2.42,7.69,5.46,999,995,3.5,6.3,2.2,99,99
2002,1,7,14,999,99,99,99,99,99,999,9999,999,999,999,99,99
2002,1,7,15,353,10.5,12.3,2.42,8.33,5.76,999,997.8,3.1,6.3,1.9,99,99
2002,1,7,16,357,10.5,12.8,2.33,8.33,5.6,999,998.4,3.2,6.3,2,99,99
2002,1,7,17,5,11,13.2,99,99,99,999,998.1,3.3,6.3,1.6,99,99
2002,1,7,18,4,10.9,99,99,99,99,999,998.2,3.3,999,1.4,99,99
2002,1,7,19,357,9.3,11,2.36,7.69,5.62,999,997.7,3,6.3,1.3,99,99
2002,1,7,20,354,9.5,11.7,2.19,7.69,5.46,999,998.3,2.8,6.3,0.6,99,99
2002,1,7,21,357,9.9,11.5,2.24,7.14,5.59,999,998.6,2.4,6.3,1,99,99
2002,1,7,22,354,10.2,99,99,99,99,999,9999,1.9,999,999,99,99
2002,1,7,23,358,10.9,13.2,2.31,7.69,5.69,999,1000,2,6.3,0.5,99,99
2002,1,8,0,2,11.8,14.5,2.43,7.69,5.76,999,999.8,1.6,6.3,0.1,99,99
2002,1,8,1,10,12.3,15.2,2.53,7.69,5.82,999,999.3,2,6.3,-0.5,99,99
2002,1,8,2,4,12.4,15.6,2.6,7.69,5.86,999,999.6,1.3,6.3,-1.5,99,99
2002,1,8,3,3,12,14.2,2.65,7.69,5.89,999,1000.2,0.7,6.3,-1.3,99,99
2002,1,8,4,350,12,14.4,2.76,7.14,5.89,999,1000.4,0.1,6.2,-1.4,99,99
2002,1,8,5,329,10.3,12.8,2.49,7.69,5.82,999,1000.9,-0.8,6.2,-1.5,99,99
2002,1,8,6,331,11.1,12.9,99,99,99,999,1001.5,-1.4,6,-2.4,99,99
2002,1,8,7,329,10.9,13,2.45,8.33,5.85,999,1002.4,-1.9,6,-3,99,99
2002,1,8,8,329,9.9,12.2,2.36,7.14,5.49,999,1003.1,-2.1,6,-4.1,99,99
2002,1,8,9,329,10.4,12.3,2.53,7.69,5.78,999,1003.4,-2.4,6,-3.7,99,99
2002,1,8,10,316,9.2,11.3,2.34,7.69,5.71,999,1004.4,-2.8,5.9,-4.2,99,99
2002,1,8,11,314,8,10.3,2.03,7.69,5.53,999,1005.4,-3.1,5.9,-4.9,99,99
2002,1,8,12,303,7.9,9.8,2.07,8.33,5.86,999,1006.2,-3.4,5.9,-5.9,99,99
2002,1,8,13,305,8.8,10.7,1.99,8.33,5.68,999,1007,-3.8,5.9,-7.1,99,99
2002,1,8,14,306,7.7,9.6,2.2,8.33,5.88,999,1008.2,-3.5,5.9,-7.2,99,99
2002,1,8,15,300,6.2,7.6,1.97,8.33,5.82,999,1009.5,-3.2,5.9,-7.1,99,99
2002,1,8,16,304,5.6,7.3,2.07,8.33,6.06,999,1009.8,-2.5,5.9,-7.2,99,99
2002,1,8,17,278,5.6,7,1.9,8.33,6.42,999,1009.6,-1.8,5.9,-7.4,99,99
2002,1,8,18,273,7.3,9,1.69,8.33,5.87,999,1009.6,-1.2,5.9,-7.6,99,99
2002,1,8,19,266,6.1,8.2,1.62,7.69,5.99,999,1009.6,-0.3,6,-6.9,99,99
2002,1,8,20,262,5.9,7.9,1.61,7.69,5.93,999,1010,0.8,6.2,-6.2,99,99
2002,1,8,21,240,5.7,7.5,1.41,7.69,6.08,999,1010.2,1.3,6.2,-6.5,99,99
2002,1,8,22,237,6.8,8.7,1.36,8.33,5.62,999,1010.3,1.6,6.2,-6,99,99
2002,1,8,23,230,8.3,9.9,1.25,7.69,5.21,999,1010.3,1.3,6,-5.9,99,99
2002,1,9,0,230,8.4,10,1.25,7.69,5.25,999,1010.6,0.9,6,-4.8,99,99
2002,1,9,1,234,8,9.9,1.18,8.33,4.97,999,1011.1,0.8,6,-5.1,99,99
2002,1,9,2,225,8.2,10.6,1.06,7.69,4.81,999,1010.7,0.4,6,-4.6,99,99
2002,1,9,3,218,8.8,12.1,0.96,7.69,4.47,999,1010.3,0.1,6,-5.1,99,99
2002,1,9,4,210,10,12.2,0.93,7.69,4.07,999,1010.2,0.3,6,-4.8,99,99
2002,1,9,5,220,8.4,10.2,0.94,2.94,3.86,999,1009.6,0.9,6,-3.8,99,99
2002,1,9,6,215,8.2,9.9,0.85,2.94,3.72,999,1008.9,0.7,6,-3.6,99,99
2002,1,9,7,225,9.8,11.9,0.85,11.11,3.97,999,1008.6,0.8,6,-3.5,99,99
2002,1,9,8,230,10,12,0.82,3.13,3.65,999,1008.1,0.8,5.9,-4.2,99,99
2002,1,9,9,227,9.7,12,0.89,3.33,3.59,999,1007.8,0.4,5.9,-4.4,99,99
2002,1,9,10,228,9.6,12,0.84,3.23,3.57,999,1007.7,0.4,5.9,-4.2,99,99
2002,1,9,11,219,8.7,10.8,0.76,3.23,3.52,999,1007.1,0.4,5.9,-4.4,99,99
2002,1,9,12,222,10,12.5,0.78,3.13,3.44,999,1007.3,0.4,5.9,-4.7,99,99
2002,1,9,13,215,7.4,8.7,0.73,3.13,3.28,999,1007.1,0.8,5.9,-4.8,99,99
2002,1,9,14,219,8.6,10,0.65,2.7,3.23,999,1006.4,1.2,5.9,-3.8,99,99
2002,1,9,15,214,7.7,8.9,0.59,2.86,3.35,999,1006.4,1.6,5.9,-3.1,99,99
2002,1,9,16,212,7.3,9.1,0.53,2.78,3.47,999,1005.1,2.7,5.9,-3.1,99,99
2002,1,9,17,212,8.6,9.9,0.59,2.7,3.18,999,1003.6,3.6,5.9,-2.5,99,99
2002,1,9,18,218,7.6,9.4,0.64,2.78,3.16,999,1002.4,4.3,5.9,-1.6,99,99
2002,1,9,19,227,7.9,9.3,0.64,2.78,3.2,999,1001.7,4.8,6,-1.2,99,99
2002,1,9,20,229,7.4,8.8,0.61,2.86,3.28,999,1001.5,4.7,6,-0.4,99,99
2002,1,9,21,224,7.6,10.1,0.66,2.94,3.23,999,1001.2,4.4,6,0.3,99,99
2002,1,9,22,219,8.1,10.1,0.62,3.13,3.29,999,1000.9,4.1,6,0,99,99
2002,1,9,23,210,7.1,8.5,0.52,3.03,3.38,999,1000.3,3.6,6,0.5,99,99
2002,1,10,0,201,6.9,8.6,0.47,2.63,3.36,999,999.9,3.5,6,1.1,99,99
2002,1,10,1,207,6.4,8,0.41,11.11,3.67,999,999.4,3.5,5.9,1.6,99,99
2002,1,10,2,223,7.5,8.6,0.42,2.63,3.55,999,999.3,3.6,5.9,1.6,99,99
2002,1,10,3,230,7.9,8.9,0.46,2.56,3.28,999,999.3,3.8,6,1.3,99,99
2002,1,10,4,228,6.7,8.3,0.54,2.78,3.2,999,999.2,3.9,6,0.8,99,99
2002,1,10,5,234,7.4,8.8,0.46,2.78,3.16,999,998.9,4.1,5.9,0.8,99,99
2002,1,10,6,232,7.3,8.4,0.46,2.63,3.28,999,998.7,4.7,5.9,1,99,99
2002,1,10,7,214,7.1,8.4,0.48,2.94,3.21,999,998.7,5.4,5.8,1.5,99,99
2002,1,10,8,218,8.1,9.8,0.48,2.63,3.33,999,999.1,5.9,5.8,1.8,99,99
2002,1,10,9,214,7.7,9.6,0.59,2.86,3.2,999,999.2,5.2,5.8,1.3,99,99
2002,1,10,10,212,9.9,11.9,0.56,2.7,3.16,999,999.3,5.2,5.9,1.6,99,99
2002,1,10,11,199,8.6,9.6,0.65,3.03,3.22,999,1000,5.6,5.9,1.7,99,99
2002,1,10,12,201,8.9,10.4,0.66,3.03,3.13,999,1000.4,5.6,6,1.7,99,99
2002,1,10,13,203,8.1,10.7,0.74,3.33,3.21,999,1001,5.5,5.9,1.9,99,99
2002,1,10,14,218,8.8,10.2,0.75,3.23,3.19,999,1001.6,5.9,5.9,2,99,99
2002,1,10,15,220,9,11.2,0.78,3.23,3.28,999,1001.8,6.4,5.9,1.8,99,99
2002,1,10,16,232,7.5,9,0.59,3.13,3.16,999,1001.8,7.1,6,1.8,99,99
2002,1,10,17,236,9,11.4,0.53,2.78,3.2,999,1001.4,7.5,6,2.4,99,99
2002,1,10,18,245,8.8,10.6,0.63,2.94,3.02,999,1001.3,7.8,5.9,2.5,99,99
2002,1,10,19,247,7.9,9.2,0.56,3.03,3.14,999,1002,7.8,5.9,2.5,99,99
2002,1,10,20,240,8.2,9.7,0.55,2.86,3.19,999,1002.6,7.5,6.1,2.7,99,99
2002,1,10,21,238,7.9,9.1,0.5,2.78,3.14,999,1003.4,7.8,5.9,2.5,99,99
2002,1,10,22,238,7.5,8.7,0.47,2.86,3.31,999,1004.3,7.4,5.9,2.6,99,99
2002,1,10,23,244,7.6,9.5,0.46,2.86,3.21,999,1005.2,7.4,5.8,2.6,99,99
2002,1,11,0,256,9.9,12.3,0.66,3.33,3.15,999,1005.8,7.5,5.9,2,99,99
2002,1,11,1,259,7.7,10,0.7,3.45,3.33,999,1006.5,7.1,5.9,2.1,99,99
2002,1,11,2,259,7.5,9.3,0.67,3.45,3.4,999,1006.6,7,5.9,1.8,99,99
2002,1,11,3,265,6.7,8.1,0.62,3.33,3.22,999,1006.7,6.7,5.9,1.9,99,99
2002,1,11,4,254,6,7.1,0.46,3.13,3.28,999,1007.3,6.5,5.9,1.4,99,99
2002,1,11,5,252,6,7.1,0.38,2.7,3.26,999,1007.2,6.3,5.9,1.7,99,99
2002,1,11,6,241,5.3,5.9,0.35,2.56,3.46,999,1007,6.3,5.8,1.9,99,99
2002,1,11,7,233,4.8,5.5,0.23,11.11,5.18,999,1007.3,6.1,5.8,1.7,99,99
2002,1,11,8,222,4.3,5.1,0.2,10,7.73,999,1007.3,5.9,5.8,1.1,99,99
2002,1,11,9,208,4.8,5.7,0.25,10,8.1,999,1006.9,5.6,5.6,1.2,99,99
2002,1,11,10,216,4.5,5.2,0.22,9.09,7.39,999,1006.5,5.6,5.8,1,99,99
2002,1,11,11,208,5.7,6.7,0.23,11.11,7.35,999,1006,5.3,5.8,1.1,99,99
2002,1,11,12,209,5.8,6.9,0.23,11.11,4.62,999,1005.5,5.1,5.8,0.9,99,99
2002,1,11,13,224,5,5.7,0.29,2.5,3.42,999,1005.2,5.3,5.8,1.2,99,99
2002,1,11,14,225,4.5,5.1,0.25,11.11,4.31,999,1005,5.5,5.8,1.1,99,99
2002,1,11,15,215,4.4,5.3,0.23,11.11,4.38,999,1004.9,5.2,5.9,0.6,99,99
2002,1,11,16,241,4.4,5.5,0.25,10,4.44,999,1004.1,5.7,5.8,1.4,99,99
2002,1,11,17,222,4.4,5.9,0.25,11.11,5.26,999,1002.6,4.8,5.8,2.1,99,99
2002,1,11,18,248,3.6,4.1,0.25,10,5.05,999,1001,4.2,5.8,1.9,99,99
2002,1,11,19,280,3.5,4.5,0.23,10,5.87,999,1000.2,3.7,5.8,2.2,99,99
